Antenna 1Antenna2,,u,v,w,Cos,Sin
68,58,-2.800307,11.968133,-3.79315,-10.844398,-4.411392
68,59,-9.715666,0.854209,17.910587,-1.59492,-10.064538
68,60,-25.506069,0.731546,7.179567,2.820417,9.378449
68,61,-12.726643,15.879556,-4.419235,4.58364,20.411417
68,62,-13.57093,-11.19617,5.287204,4.067864,-1.673271
68,63,-12.025384,1.084918,-4.926713,17.514099,-4.839192
68,64,0.415662,10.578512,-2.422015,-3.819134,-6.364445
68,65,3.844809,14.664116,13.050514,-1.021164,-10.464104
68,66,12.016956,7.866931,26.761673,-1.145502,-7.562787
68,67,-29.012131,5.126537,3.371706,9.59098,-1.150169
69,0,-7.128762,9.521822,-5.179575,9.444818,-0.455773
69,1,2.544843,11.767577,20.738468,-3.360362,-1.231284
69,2,-5.23301,22.86348,-0.523102,8.706993,-13.503313
69,3,3.595309,9.034334,6.882446,-12.500494,8.117025
69,4,-20.676352,9.538574,1.402476,0.856812,-9.013725
69,5,-17.332968,7.458069,2.107733,-2.94678,-13.63772
69,6,-17.578466,-12.970456,-16.461117,-1.074922,-9.451301
69,7,6.859246,29.595764,-8.905332,6.610634,9.157235
69,8,2.454069,5.689019,-16.99613,4.039529,-7.192982
69,9,9.63449,15.165439,-0.17033,-13.027937,10.88967
69,10,-8.836479,22.596615,2.824429,2.400625,10.731857
69,11,0.473896,16.214336,-17.192411,-3.939978,5.906321
69,12,-2.047937,-8.021537,0.195837,18.186502,1.41848
69,13,-14.463102,3.858131,8.466293,4.130393,1.358589
69,14,7.280729,-3.204385,-7.48145,-3.516887,-13.925605
69,15,-14.095427,23.133255,4.680717,-1.096717,1.71747
69,16,-8.029518,18.912682,-1.263836,12.320543,7.292763
69,17,-19.933586,21.32868,1.639574,0.323943,2.29683
69,18,-14.127988,12.222115,-4.264627,-1.497068,-17.765881
69,19,-7.220574,-5.414628,-12.540941,11.747121,-3.379913
69,20,3.968822,9.934012,-3.967216,-6.924064,-9.040986
69,21,-3.655592,-8.562051,7.049429,-2.155852,-4.358675
69,22,-5.117679,10.986123,-7.564512,-1.064557,-11.27125
69,23,-18.054153,2.680424,-7.234283,-15.045604,13.050667
69,24,-0.419154,-13.404101,3.020609,7.788552,2.797185
69,25,7.01195,20.988567,11.553653,-9.317575,8.096006
69,26,13.745354,4.035944,2.592481,-0.354337,1.371989
69,27,-5.396598,12.40853,-0.784402,2.770614,-1.639096
69,28,-23.708622,8.007634,-4.504305,13.112238,-2.890135
69,29,-19.965511,-0.999186,-11.544179,20.082956,15.234789
69,30,11.046659,28.710148,-5.67881,0.765316,-5.928126
69,31,-13.474699,13.618466,-8.300805,-0.13782,-2.311531
69,32,-0.533565,1.255495,-2.390071,6.421807,8.049586
69,33,20.346531,18.768782,1.294905,17.308012,-6.225423
69,34,1.186373,6.488344,-17.894953,3.062392,10.488089
69,35,11.974007,19.891907,4.476384,0.148399,12.10043
69,36,-17.096083,15.625406,-8.173369,-3.504215,6.032935
69,37,-21.757088,8.553726,-1.548406,-2.179311,-0.511335
69,38,-2.792582,-6.27572,4.228386,2.103196,2.175593
69,39,10.953382,-17.67281,5.244888,19.079655,-3.64487
69,40,-22.977795,19.329042,-0.345407,14.003665,-3.259631
69,41,-1.98936,3.90854,1.944621,-10.385492,-4.201601
69,42,7.988286,18.380457,-2.553961,7.568152,11.089424
69,43,-8.968672,16.16293,10.943274,9.099683,-4.876666
69,44,-7.292569,21.447758,7.200783,8.360657,3.453844
69,45,-12.253294,27.11109,2.126158,6.149259,-0.546872
69,46,1.410967,12.893574,-18.224245,-11.96946,-8.861698
69,47,-23.934498,4.221238,-12.788236,9.344219,-0.454781
69,48,-14.078354,14.88625,6.72199,-2.529344,-3.891838
69,49,-0.693043,-16.734543,-5.932513,3.112731,-0.942396
69,50,0.680661,10.641002,-21.042328,4.351645,0.115258
69,51,-11.093459,3.152166,8.846058,-14.435212,0.549992
69,52,9.491064,8.476835,9.145405,-2.457844,3.272244
69,53,-14.522873,3.661119,-19.507978,-10.5348,-0.603082
69,54,-14.23842,25.193806,4.42977,0.770243,-10.266926
69,55,0.855753,29.024364,-4.075691,17.141739,-9.797667
69,56,-13.904111,22.811943,4.197357,9.229431,-0.878997
69,57,-5.890697,3.844661,13.414481,8.312754,-3.009531
69,58,-2.780855,25.259296,-10.506468,0.132953,-0.460999
69,59,-9.696214,14.145373,11.19727,11.769421,3.376348
69,60,-25.486618,14.022711,0.466249,-2.250871,0.270408
69,61,-12.707191,29.170719,-11.132552,-10.004221,-12.460329
69,62,-13.551478,2.094995,-1.426113,-11.167004,-2.712205
69,63,-12.005932,14.376082,-11.64003,-2.747277,-8.699595
69,64,0.435114,23.869677,-9.135332,7.102703,7.953769
69,65,3.864261,27.95528,6.337196,10.492823,-10.723801
69,66,12.036407,21.158096,20.048355,-13.015345,-0.926852
69,67,-28.99268,18.417702,-3.341612,3.94607,1.564665
69,68,0.019452,13.291164,-6.713318,-7.643767,0.411502
70,0,6.025251,-3.238386,-1.179271,14.708732,12.577473
70,1,15.698856,-0.99263,24.738771,-5.43706,-12.426594
70,2,7.921004,10.103271,3.477202,9.224999,-2.059808
70,3,16.749323,-3.725873,10.88275,-7.610632,-10.181555
70,4,-7.522338,-3.221633,5.402781,14.748566,-1.139879
70,5,-4.178954,-5.302138,6.108037,7.714718,6.995086
70,6,-4.424453,-25.730663,-12.460814,-5.631387,9.029441
70,7,20.01326,16.835556,-4.905028,9.167339,6.653568
70,8,15.608083,-7.071188,-12.995827,-0.679301,-5.315142
70,9,22.788504,2.405231,3.829974,-2.014429,5.775283
70,10,4.317535,9.836406,6.824733,8.149865,-2.546138
70,11,13.627909,3.454129,-13.192108,8.38599,1.959989
70,12,11.106077,-20.781744,4.196141,3.568012,7.84395
70,13,-1.309089,-8.902077,12.466597,2.678646,1.601606
70,14,20.434742,-15.964593,-3.481146,7.113954,6.528764
70,15,-0.941413,10.373047,8.681021,1.239379,2.746129
70,16,5.124496,6.152474,2.736468,-8.468232,2.178515
70,17,-6.779573,8.568472,5.639878,3.913509,3.401618
70,18,-0.973974,-0.538093,-0.264323,4.788434,3.735397
70,19,5.933439,-18.174835,-8.540638,2.205343,4.615165
70,20,17.122835,-2.826195,0.033088,14.986765,-0.5491
70,21,9.498422,-21.322258,11.049733,5.331603,-3.099537
70,22,8.036335,-1.774084,-3.564208,9.429367,0.57112
70,23,-4.900141,-10.079784,-3.233979,-14.789416,13.056774
70,24,12.734859,-26.164309,7.020913,-11.397277,-2.117293
70,25,20.165964,8.228359,15.553956,-0.764919,-6.779005
70,26,26.899368,-8.724264,6.592785,20.499138,-5.24557
70,27,7.757416,-0.351678,3.215902,1.471377,13.736004
70,28,-10.554608,-4.752573,-0.504001,-9.622749,-0.323146
70,29,-6.811497,-13.759394,-7.543876,-12.93602,6.616466
70,30,24.200672,15.949939,-1.678506,-11.837467,-0.489418
70,31,-0.320685,0.858259,-4.300502,12.086737,-2.383365
70,32,12.620449,-11.504713,1.610233,-5.864334,-6.34193
70,33,33.500546,6.008574,5.295209,1.772405,-4.436753
70,34,14.340386,-6.271863,-13.89465,-7.060781,8.146106
70,35,25.128021,7.131698,8.476687,5.176063,4.738897
70,36,-3.942069,2.865198,-4.173065,6.120295,15.479508
70,37,-8.603074,-4.206481,2.451898,3.937056,6.143313
70,38,10.361431,-19.035927,8.22869,12.601739,7.331082
70,39,24.107395,-30.433018,9.245193,1.86046,-10.257858
70,40,-9.823781,6.568835,3.654897,-2.454428,1.840136
70,41,11.164654,-8.851668,5.944925,-4.37583,-11.459749
70,42,21.1423,5.620249,1.446343,11.737288,0.470019
70,43,4.185342,3.402722,14.943577,5.11942,-0.983228
70,44,5.861444,8.68755,11.201087,-5.274299,-8.088933
70,45,0.90072,14.350882,6.126462,-2.196789,-0.588013
70,46,14.564981,0.133366,-14.223942,0.362149,10.85933
70,47,-10.780484,-8.53897,-8.787932,3.837788,1.751198
70,48,-0.92434,2.126042,10.722294,1.559125,-6.32979
70,49,12.460971,-29.494751,-1.932209,0.219945,2.768423
70,50,13.834675,-2.119206,-17.042025,6.88001,3.864303
70,51,2.060555,-9.608042,12.846361,8.481764,4.292068
70,52,22.645077,-4.283372,13.145708,-0.137163,4.122674
70,53,-1.368859,-9.09909,-15.507675,-4.488374,-0.729576
70,54,-1.084407,12.433598,8.430074,11.169719,-1.39123
70,55,14.009768,16.264156,-0.075387,10.485512,-0.50091
70,56,-0.750097,10.051734,8.197661,3.564729,-7.39146
70,57,7.263317,-8.915547,17.414785,13.921713,-9.099276
70,58,10.373158,12.499089,-6.506165,10.44674,22.969252
70,59,3.4578,1.385165,15.197574,5.236883,-7.752428
70,60,-12.332604,1.262503,4.466553,15.401716,-17.770964
70,61,0.446822,16.410513,-7.132249,5.606956,-1.194447
70,62,-0.397465,-10.665214,2.57419,5.631883,3.491733
70,63,1.148081,1.615875,-7.639727,6.872509,-7.741146
70,64,13.589128,11.109468,-5.135029,7.8536,2.552776
70,65,17.018274,15.195072,10.3375,12.907948,0.160605
70,66,25.190422,8.397887,24.048658,4.462461,-2.526941
70,67,-15.838666,5.657494,0.658692,-5.666969,4.975375
70,68,13.173466,0.530957,-2.713014,0.906494,-6.343875
70,69,13.154014,-12.760208,4.000304,-3.233411,13.159879
71,0,-10.132571,-11.294796,-8.270338,-2.019813,3.203759
71,1,-0.458966,-9.049041,17.647705,9.107981,-2.943704
71,2,-8.236819,2.046862,-3.613865,4.803223,-1.232329
71,3,0.5915,-11.782284,3.791682,-4.599463,-4.464509
71,4,-23.680161,-11.278044,-1.688287,13.607458,1.322339
71,5,-20.336777,-13.358549,-0.98303,1.917347,13.189892
71,6,-20.582275,-33.787075,-19.55188,1.618994,-2.116109
71,7,3.855437,8.779145,-11.996096,-1.513293,12.705453
71,8,-0.54974,-15.127599,-20.086895,-4.678455,10.420259
71,9,6.630681,-5.651179,-3.261094,10.123585,-4.493791
71,10,-11.840288,1.779996,-0.266335,-1.293268,-5.271176
71,11,-2.529913,-4.602281,-20.283176,2.945124,-7.469137
71,12,-5.051746,-28.838154,-2.894927,13.00391,-2.997581
71,13,-17.466911,-16.958487,5.375529,12.215878,10.451505
71,14,4.27692,-24.021004,-10.572214,26.133522,-5.59645
71,15,-17.099236,2.316637,1.589953,13.780058,0.551245
71,16,-11.033327,-1.903936,-4.3546,-2.301656,16.542065
71,17,-22.937397,0.512062,-1.45119,2.681306,-2.110091
71,18,-17.131798,-8.594503,-7.355391,9.315832,-17.196354
71,19,-10.224383,-26.231247,-15.631705,-12.062894,-9.275227
71,20,0.965013,-10.882606,-7.05798,9.322599,-9.383908
71,21,-6.659401,-29.37867,3.958665,-2.124602,2.024779
71,22,-8.121488,-9.830495,-10.655275,-3.524538,-12.242231
71,23,-21.057964,-18.136194,-10.325047,-8.773769,7.02509
71,24,-3.422963,-34.220718,-0.070154,-14.623092,1.98743
71,25,4.008142,0.171949,8.462889,-3.119634,0.578932
71,26,10.741545,-16.780674,-0.498283,10.084551,-13.578903
71,27,-8.400407,-8.408088,-3.875165,-12.80302,-20.240414
71,28,-26.712431,-12.808984,-7.595068,-0.433063,-5.672254
71,29,-22.969318,-21.815804,-14.634943,3.101377,2.643524
71,30,8.04285,7.893529,-8.769573,-7.867411,-0.814987
71,31,-16.478508,-7.198152,-11.391569,-3.664047,6.96813
71,32,-3.537374,-19.561123,-5.480834,12.309011,-11.864151
71,33,17.342722,-2.047837,-1.795858,12.923659,-0.689486
71,34,-1.817436,-14.328274,-20.985718,3.773208,0.113209
71,35,8.970198,-0.924712,1.38562,-5.888892,-4.129777
71,36,-20.099892,-5.191212,-11.264133,4.546291,12.713532
71,37,-24.760897,-12.262892,-4.63917,3.536648,17.197285
71,38,-5.796391,-27.092339,1.137622,0.001944,-14.078173
71,39,7.949574,-38.489429,2.154125,-5.775269,-10.646495
71,40,-25.981604,-1.487575,-3.436171,19.168753,12.173554
71,41,-4.993169,-16.908077,-1.146142,-3.267128,-12.885582
71,42,4.984477,-2.436161,-5.644725,4.83433,-6.865748
71,43,-11.972481,-4.653688,7.852509,7.299785,-9.082193
71,44,-10.296378,0.63114,4.110019,-8.04536,-0.978388
71,45,-15.257103,6.294472,-0.964606,0.3305,6.6072
71,46,-1.592842,-7.923044,-21.31501,5.423834,-6.686043
71,47,-26.938307,-16.595379,-15.879,6.263485,10.875891
71,48,-17.082163,-5.930368,3.631226,-20.349758,0.444229
71,49,-3.696852,-37.551163,-9.023277,14.244557,1.925104
71,50,-2.323148,-10.175616,-24.133091,4.312502,-4.56707
71,51,-14.097268,-17.664452,5.755294,5.255714,-7.132747
71,52,6.487255,-12.339783,6.054641,15.534138,-15.219034
71,53,-17.526682,-17.155499,-22.598743,2.99308,-4.638518
71,54,-17.242229,4.377188,1.339006,0.720738,0.014426
71,55,-2.148056,8.207746,-7.166454,20.007927,5.408651
71,56,-16.907921,1.995324,1.106594,2.940712,-0.767175
71,57,-8.894506,-16.971958,10.323717,14.284314,12.272594
71,58,-5.784664,4.442679,-13.597232,-6.680145,1.714972
71,59,-12.700023,-6.671245,8.106506,5.201869,4.835073
71,60,-28.490427,-6.793907,-2.624515,2.38866,1.098247
71,61,-15.711,8.354102,-14.223316,5.465065,-8.384872
71,62,-16.555286,-18.721622,-4.516877,-1.683095,1.348163
71,63,-15.009741,-6.440536,-14.730794,7.263471,19.011154
71,64,-2.568695,3.053059,-12.226096,-1.556685,-3.182301
71,65,0.860452,7.138662,3.246432,6.768138,-13.362471
71,66,9.032598,0.341477,16.957592,7.428141,11.508792
71,67,-31.996489,-2.398916,-6.432376,2.663337,0.311778
71,68,-2.984357,-7.525454,-9.804081,6.507791,15.360943
71,69,-3.003809,-20.816618,-3.090764,10.032033,10.864701
71,70,-16.157822,-8.05641,-7.091067,10.123658,-3.058982
72,0,1.801888,5.005558,-6.695301,-9.450045,-7.323753
72,1,11.475494,7.251313,19.222742,11.272701,-7.619589
72,2,3.697641,18.347216,-2.038827,-10.334093,7.351582
72,3,12.525959,4.518071,5.36672,1.908851,-0.615887
72,4,-11.745701,5.022311,-0.113249,2.66368,9.899257
72,5,-8.402317,2.941805,0.592008,10.642427,1.446538
72,6,-8.647816,-17.486721,-17.976843,2.032662,-9.179739
72,7,15.789897,25.079498,-10.421058,-2.327072,-1.973377
72,8,11.38472,1.172755,-18.511856,5.902093,9.921564
72,9,18.56514,10.649175,-1.686056,3.198622,-3.1005
72,10,0.094172,18.080349,1.308703,8.959208,11.657738
72,11,9.404547,11.698072,-18.708138,2.873108,15.177705
72,12,6.882714,-12.537801,-1.319888,7.16613,-4.213521
72,13,-5.532452,-0.658133,6.950567,-5.471346,4.995605
72,14,16.21138,-7.720649,-8.997175,13.688471,2.95054
72,15,-5.164776,18.616991,3.164991,-0.846055,-10.98083
72,16,0.901133,14.396418,-2.779562,-0.31604,-1.942268
72,17,-11.002936,16.812416,0.123848,3.628661,4.400798
72,18,-5.197337,7.705851,-5.780353,11.199621,-4.90095
72,19,1.710076,-9.930892,-14.056667,8.495375,0.994046
72,20,12.899472,5.417748,-5.482942,-1.679499,-3.683115
72,21,5.275059,-13.078315,5.533703,-4.920472,-0.183918
72,22,3.812972,6.469859,-9.080237,10.18936,-2.41643
72,23,-9.123504,-1.83584,-8.750009,15.694653,-0.917206
72,24,8.511497,-17.920364,1.504884,4.928492,1.496996
72,25,15.942601,16.472303,10.037927,14.215494,8.033342
72,26,22.676004,-0.48032,1.076755,-4.091812,-0.808523
72,27,3.534053,7.892266,-2.300128,-11.420838,-3.131035
72,28,-14.777971,3.49137,-6.02003,-3.144941,0.36549
72,29,-11.03486,-5.51545,-13.059905,6.156519,5.119422
72,30,19.97731,24.193882,-7.194536,-0.195377,-11.400739
72,31,-4.544048,9.102202,-9.816531,2.13673,13.419803
72,32,8.397085,-3.260769,-3.905796,3.141063,-3.356992
72,33,29.277182,14.252518,-0.22082,5.164046,4.495644
72,34,10.117023,1.97208,-19.410679,-11.850739,-1.416312
72,35,20.904657,15.375642,2.960658,4.171007,-10.372291
72,36,-8.165432,11.109142,-9.689095,-2.191496,-11.50787
72,37,-12.826437,4.037462,-3.064132,1.466255,0.555634
72,38,6.138069,-10.791984,2.71266,8.130091,19.398207
72,39,19.884033,-22.189075,3.729163,24.223297,-2.626967
72,40,-14.047144,14.812778,-1.861133,12.853746,-5.097433
72,41,6.941291,-0.607724,0.428895,-3.894755,5.715159
72,42,16.918938,13.864193,-4.069687,-8.018944,8.701822
72,43,-0.038021,11.646666,9.427547,-7.078494,-3.773497
72,44,1.638082,16.931494,5.685057,-2.305459,-0.974294
72,45,-3.322643,22.594826,0.610432,18.772778,-3.579062
72,46,10.341618,8.37731,-19.739971,-6.138088,3.499707
72,47,-15.003847,-0.295026,-14.303962,-4.561311,19.593287
72,48,-5.147703,10.369986,5.206264,8.702681,-0.008299
72,49,8.237608,-21.250809,-7.448239,-3.912095,8.117315
72,50,9.611312,6.124737,-22.558054,-6.31999,0.011491
72,51,-2.162808,-1.364098,7.330332,-4.820426,-11.422003
72,52,18.421715,3.960571,7.629679,0.931016,-3.132889
72,53,-5.592222,-0.855145,-21.023705,5.718047,-4.500055
72,54,-5.30777,20.677542,2.914044,10.0406,-2.553264
72,55,9.786404,24.508099,-5.591416,10.190612,8.538644
72,56,-4.97346,18.295677,2.681632,2.440271,10.397365
72,57,3.039954,-0.671603,11.898755,2.4344,-20.075689
72,58,6.149796,20.743034,-12.022194,0.047984,4.459787
72,59,-0.765563,9.629109,9.681544,4.531363,4.384995
72,60,-16.555967,9.506447,-1.049477,7.694545,3.436877
72,61,-3.776541,24.654457,-12.648278,-3.074411,-0.010445
72,62,-4.620828,-2.421269,-2.941839,1.850674,-3.742387
72,63,-3.075282,9.859818,-13.155756,0.450018,-14.918798
72,64,9.365765,19.353413,-10.651058,13.970289,3.17845
72,65,12.794911,23.439016,4.82147,0.63352,-4.87162
72,66,20.967058,16.64183,18.532629,0.171821,-6.764842
72,67,-20.062029,13.901438,-4.857338,-13.471273,-10.283557
72,68,8.950102,8.7749,-8.229044,-9.033586,-9.633188
72,69,8.930651,-4.516264,-1.515726,-5.607157,-4.988655
72,70,-4.223363,8.243944,-5.516029,-8.448997,10.632387
72,71,11.93446,16.300354,1.575038,-10.179878,10.827316
73,0,0.428481,4.207907,-6.556178,8.795995,-0.99357
73,1,10.102087,6.453662,19.361866,2.070755,3.589495
73,2,2.324234,17.549564,-1.899704,1.799467,-0.177919
73,3,11.152553,3.72042,5.505843,8.409739,7.044301
73,4,-13.119108,4.22466,0.025874,-7.117729,6.930211
73,5,-9.775724,2.144155,0.731131,-0.103695,16.782297
73,6,-10.021223,-18.28437,-17.837719,-5.700635,-20.482599
73,7,14.416491,24.281849,-10.281935,4.645266,1.910377
73,8,10.011312,0.375104,-18.372734,-11.940407,0.229085
73,9,17.191734,9.851523,-1.546933,17.3339,15.137926
73,10,-1.279235,17.2827,1.447826,-10.284439,-9.433374
73,11,8.031139,10.900422,-18.569016,23.317919,11.03988
73,12,5.509307,-13.335451,-1.180766,-5.128073,8.249263
73,13,-6.905859,-1.455783,7.08969,5.170951,1.655035
73,14,14.837973,-8.518299,-8.858053,4.479084,-6.285999
73,15,-6.538183,17.81934,3.304114,1.233194,-12.717139
73,16,-0.472274,13.598766,-2.640439,-7.562485,1.741157
73,17,-12.376343,16.014765,0.262971,-0.142316,0.770765
73,18,-6.570744,6.9082,-5.64123,6.135073,4.816529
73,19,0.336669,-10.728542,-13.917544,2.731295,-0.787179
73,20,11.526066,4.620098,-5.343819,-5.616447,3.360538
73,21,3.901652,-13.875965,5.672826,-5.299659,-18.956072
73,22,2.439565,5.672209,-8.941114,-10.197001,-12.095227
73,23,-10.49691,-2.633491,-8.610886,1.825061,5.365525
73,24,7.13809,-18.718016,1.644007,-0.499155,9.378942
73,25,14.569195,15.674652,10.17705,1.58265,0.637385
73,26,21.302597,-1.277971,1.215878,-4.78684,3.868734
73,27,2.160646,7.094615,-2.161005,6.012405,-3.718717
73,28,-16.151379,2.693719,-5.880908,-8.175436,-6.370617
73,29,-12.408266,-6.3131,-12.920782,-3.019501,9.327133
73,30,18.603903,23.396233,-7.055413,-1.459239,-9.153349
73,31,-5.917455,8.304552,-9.677408,11.570148,-2.998292
73,32,7.023679,-4.05842,-3.766673,-18.888742,2.046592
73,33,27.903774,13.454866,-0.081697,-14.467487,2.29497
73,34,8.743616,1.174429,-19.271557,4.10884,0.074943
73,35,19.53125,14.577991,3.099781,7.617764,1.005462
73,36,-9.538839,10.311491,-9.549973,-5.954818,-8.229994
73,37,-14.199844,3.239811,-2.925009,8.380755,-18.874098
73,38,4.764662,-11.589634,2.851783,6.505507,0.917231
73,39,18.510626,-22.986725,3.868286,-4.567061,13.304263
73,40,-15.420551,14.015128,-1.72201,9.720678,2.564181
73,41,5.567884,-1.405375,0.568018,-6.180695,-5.973602
73,42,15.54553,13.066542,-3.930564,17.827816,13.731676
73,43,-1.411427,10.849015,9.56667,-0.786115,-5.109014
73,44,0.264675,16.133842,5.82418,-2.163866,5.429297
73,45,-4.69605,21.797174,0.749555,-0.432558,0.80292
73,46,8.968211,7.579659,-19.600849,13.52166,-4.058505
73,47,-16.377254,-1.092677,-14.164839,-3.382008,-4.135913
73,48,-6.52111,9.572334,5.345387,-0.146205,2.641008
73,49,6.864201,-22.048458,-7.309116,-4.124766,7.630212
73,50,8.237906,5.327086,-22.41893,11.327364,4.530635
73,51,-3.536215,-2.161748,7.469455,7.385141,8.001541
73,52,17.048307,3.16292,7.768802,-7.371078,16.594162
73,53,-6.965629,-1.652796,-20.884583,0.715932,12.662405
73,54,-6.681177,19.87989,3.053167,-3.264741,4.58318
73,55,8.412997,23.710449,-5.452293,-11.577048,-1.022113
73,56,-6.346867,17.498028,2.820755,-1.555622,-4.306443
73,57,1.666547,-1.469254,12.037878,-2.248453,-3.9319
73,58,4.776389,19.945383,-11.883071,14.257325,-11.142662
73,59,-2.13897,8.831458,9.820667,3.470131,10.449621
73,60,-17.929375,8.708796,-0.910354,6.47341,9.340906
73,61,-5.149948,23.856806,-12.509155,28.958462,-5.241798
73,62,-5.994235,-3.21892,-2.802716,-18.659552,-3.233988
73,63,-4.448689,9.062168,-13.016633,8.789625,-7.639614
73,64,7.992358,18.555761,-10.511935,0.812796,-3.38896
73,65,11.421505,22.641365,4.960593,-4.134397,0.062011
73,66,19.593651,15.844181,18.671753,11.471934,0.993708
73,67,-21.435436,13.103786,-4.718215,2.742804,-12.204781
73,68,7.576695,7.97725,-8.08992,11.08983,-6.705897
73,69,7.557244,-5.313915,-1.376603,3.284166,9.57359
73,70,-5.59677,7.446293,-5.376906,10.286455,3.601151
73,71,10.561052,15.502703,1.714161,-4.435089,2.139065
73,72,-1.373407,-0.797651,0.139123,2.857147,3.579245
74,0,-22.311382,-15.555898,-10.404924,0.452796,-1.809799
74,1,-12.637775,-13.310143,15.513118,-4.013008,-5.781499
74,2,-20.415628,-2.21424,-5.748451,-0.777825,4.202901
74,3,-11.587311,-16.043385,1.657096,6.649701,-1.408712
74,4,-35.858971,-15.539145,-3.822874,-2.43614,0.124511
74,5,-32.515587,-17.61965,-3.117616,-4.79621,4.670506
74,6,-32.761086,-38.048176,-21.686466,17.780312,8.45585
74,7,-8.323373,4.518044,-14.130682,6.474293,10.531251
74,8,-12.72855,-19.3887,-22.221481,6.84275,7.636763
74,9,-5.548129,-9.912281,-5.39568,4.898299,6.426347
74,10,-24.019098,-2.481106,-2.400921,12.820166,0.81712
74,11,-14.708723,-8.863382,-22.417763,-2.938726,1.677005
74,12,-17.230556,-33.099258,-5.029513,-3.562735,-3.403255
74,13,-29.645721,-21.219589,3.240943,-2.626723,2.349497
74,14,-7.90189,-28.282104,-12.7068,5.737453,-0.138511
74,15,-29.278046,-1.944465,-0.544633,0.860966,12.32477
74,16,-23.212137,-6.165038,-6.489186,7.572451,-0.167792
74,17,-35.116207,-3.74904,-3.585776,-11.850622,2.037511
74,18,-29.310608,-12.855605,-9.489977,8.723507,-0.359975
74,19,-22.403194,-30.492348,-17.766293,-0.241593,-4.476638
74,20,-11.213798,-15.143707,-9.192566,-12.375437,16.920347
74,21,-18.838211,-33.639771,1.824079,6.268447,12.74333
74,22,-20.300299,-14.091597,-12.789862,7.206924,8.295368
74,23,-33.236774,-22.397297,-12.459633,-6.681026,-1.871729
74,24,-15.601773,-38.481819,-2.204741,-1.498193,14.323232
74,25,-8.170669,-4.089152,6.328302,4.076037,-4.417187
74,26,-1.437265,-21.041775,-2.632869,0.254246,8.945706
74,27,-20.579216,-12.669189,-6.009752,7.653512,3.165584
74,28,-38.891243,-17.070086,-9.729654,-0.259184,20.419487
74,29,-35.148129,-26.076904,-16.769529,-8.84656,-6.024877
74,30,-4.13596,3.632427,-10.90416,11.850765,-1.979138
74,31,-28.657318,-11.459253,-13.526155,12.814872,6.747982
74,32,-15.716185,-23.822224,-7.61542,-3.892722,-12.943811
74,33,5.163912,-6.308939,-3.930445,-4.526371,1.589118
74,34,-13.996246,-18.589375,-23.120304,1.505363,-2.192431
74,35,-3.208612,-5.185814,-0.748966,7.400714,-6.382247
74,36,-32.278702,-9.452313,-13.39872,8.93498,-9.48702
74,37,-36.939705,-16.523994,-6.773756,1.913711,-5.803154
74,38,-17.975201,-31.353439,-0.996964,6.093819,0.96288
74,39,-4.229237,-42.75053,0.019538,-0.129775,3.195032
74,40,-38.160416,-5.748677,-5.570757,3.123691,9.136618
74,41,-17.171978,-21.16918,-3.280729,13.902107,4.974743
74,42,-7.194333,-6.697263,-7.779311,5.939425,4.447065
74,43,-24.151291,-8.914789,5.717923,2.278608,18.355989
74,44,-22.475189,-3.629962,1.975433,5.703331,-4.01834
74,45,-27.435913,2.03337,-3.099192,-1.245422,-5.97875
74,46,-13.771652,-12.184146,-23.449596,6.900792,-0.839848
74,47,-39.117119,-20.856482,-18.013586,11.605613,-30.273876
74,48,-29.260973,-10.19147,1.49664,8.558914,-6.096517
74,49,-15.875662,-41.812263,-11.157864,-2.868209,-12.011604
74,50,-14.501958,-14.436718,-26.267677,7.277903,-4.426457
74,51,-26.276077,-21.925552,3.620708,20.536133,8.270255
74,52,-5.691555,-16.600883,3.920054,1.731779,-3.365997
74,53,-29.705492,-21.416601,-24.73333,-7.359925,-9.319805
74,54,-29.42104,0.116086,-0.79558,6.803388,0.148061
74,55,-14.326866,3.946644,-9.301041,5.962522,2.130852
74,56,-29.086731,-2.265778,-1.027993,23.491276,2.737082
74,57,-21.073317,-21.233059,8.189131,4.855461,17.831488
74,58,-17.963474,0.181578,-15.731818,-8.905405,-5.805906
74,59,-24.878834,-10.932346,5.97192,9.131814,-14.124268
74,60,-40.669235,-11.055009,-4.759101,-11.823753,-8.003413
74,61,-27.889811,4.093,-16.357903,6.221284,1.742341
74,62,-28.734097,-22.982725,-6.651464,9.879748,6.448585
74,63,-27.188551,-10.701637,-16.865379,9.817475,6.294245
74,64,-14.747505,-1.208043,-14.360682,6.176406,-11.129465
74,65,-11.318358,2.877561,1.111846,-6.472983,0.507243
74,66,-3.146212,-3.919624,14.823005,12.50494,-8.224812
74,67,-44.175301,-6.660018,-8.566962,12.001179,-10.96676
74,68,-15.163168,-11.786555,-11.938667,12.132433,-2.705519
74,69,-15.182619,-25.077721,-5.22535,-14.438878,10.415541
74,70,-28.336632,-12.317512,-9.225654,14.96413,8.364031
74,71,-12.17881,-4.261102,-2.134586,-1.037395,-0.538477
74,72,-24.11327,-20.561455,-3.709624,2.553362,-5.031142
74,73,-22.739862,-19.763805,-3.848747,-2.472282,5.810003
75,0,-3.035106,-9.939791,-2.805862,-3.132863,-1.975644
75,1,6.6385,-7.694036,23.112181,9.921526,0.344943
75,2,-1.139353,3.401867,1.850611,3.804242,-10.496572
